otherCatalogNumbers,CatalogNumbers,institutionCode,collectionCode,basisOfRecord,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,identificationQualifier,identifiedBy,decimalLatitude,decimalLongitude,country,stateProvince,macroRegion,eventDate,locality,recordedBy,associatedSequences
CTGAH3947,CTGAH3947,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH3947
CTGAH3951,CTGAH3951,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH3951
CTGAH3953,CTGAH3953,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH3953
CTGAH4311,CTGAH4311,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,CTGAH4311
CTGAH4312,CTGAH4312,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,CTGAH4312
CTGAH4313,CTGAH4313,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,CTGAH4313
CTGAH4314,CTGAH4314,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,CTGAH4314
CTGAH4315,CTGAH4315,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,CTGAH4315
CTGAH4316,CTGAH4316,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4316
CTGAH4317,CTGAH4317,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4317
CTGAH4318,CTGAH4318,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4318
CTGAH4319,CTGAH4319,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,CTGAH4319
CTGAH4320,CTGAH4320,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4320
CTGAH4321,CTGAH4321,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4321
CTGAH4322,CTGAH4322,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4322
CTGAH4323,CTGAH4323,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4323
CTGAH4324,CTGAH4324,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4324
CTGAH4325,CTGAH4325,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4325
CTGAH4326,CTGAH4326,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,CTGAH4326
CTGAH4327,CTGAH4327,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4327
CTGAH4328,CTGAH4328,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4328
CTGAH4334,CTGAH4334,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4334
CTGAH4480,CTGAH4480,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4480
CTGAH4481,CTGAH4481,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4481
CTGAH2032,CTGAH2032,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2032
CTGAH2033,CTGAH2033,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2033
CTGAH2034,CTGAH2034,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2034
CTGAH2035,CTGAH2035,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2035
CTGAH2036,CTGAH2036,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2036
CTGAH2037,CTGAH2037,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2037
CTGAH2054,CTGAH2054,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2054
CTGAH2438,CTGAH2438,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2438
CTGAH2439,CTGAH2439,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2439
CTGAH2440,CTGAH2440,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2440
CTGAH2441,CTGAH2441,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2441
CTGAH2644,CTGAH2644,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2644
CTGAH2649,CTGAH2649,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2649
CTGAH2652,CTGAH2652,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH2652
CTGAH3967,CTGAH3967,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,CTGAH3967
CTGAH4517,CTGAH4517,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Brazil,NA,Bolivia-Madeira,NA,NA,NA,CTGAH4517
CTGAH4518,CTGAH4518,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4518
CTGAH4519,CTGAH4519,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4519
CTGAH4520,CTGAH4520,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4520
CTGAH4524,CTGAH4524,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4524
CTGAH4523,CTGAH4523,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4523
CTGAH4522,CTGAH4522,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4522
CTGAH4521,CTGAH4521,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4521
CTGAH4482,CTGAH4482,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4482
CTGAH4483,CTGAH4483,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4483
CTGAH4484,CTGAH4484,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4484
CTGAH4485,CTGAH4485,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4485
CTGAH4486,CTGAH4486,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4486
CTGAH4487,CTGAH4487,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4487
CTGAH4488,CTGAH4488,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4488
CTGAH4489,CTGAH4489,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4489
CTGAH4490,CTGAH4490,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4490
CTGAH4491,CTGAH4491,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4491
CTGAH4492,CTGAH4492,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4492
CTGAH4493,CTGAH4493,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4493
CTGAH4494,CTGAH4494,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4494
CTGAH4495,CTGAH4495,UFAM,CTGA,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Pantanal,NA,NA,NA,CTGAH4495
WCS4738,WCS4738,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4738
WCS4733,WCS4733,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4733
WCS4730,WCS4730,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4730
WCS4742,WCS4742,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4742
WCS4763,WCS4763,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4763
WCS4765,WCS4765,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4765
WCS4766,WCS4766,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4766
WCS4732,WCS4732,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4732
WCS4735,WCS4735,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4735
WCS4739,WCS4739,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4739
WCS4740,WCS4740,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4740
WCS4731,WCS4731,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4731
WCS4736,WCS4736,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4736
WCS4761,WCS4761,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4761
WCS4764,WCS4764,WCS,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus/yacare,species,NA,NA,NA,NA,Bolivia,NA,Bolivia-Madeira,NA,NA,NA,WCS4764
DBV034,DBV034,DBV,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Paraguay,NA,Pantanal,NA,NA,NA,DBV034
DBV036,DBV036,DBV,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Paraguay,NA,Pantanal,NA,NA,NA,DBV036
DBV035,DBV035,DBV,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Paraguay,NA,Pantanal,NA,NA,NA,DBV035
DBV038,DBV038,DBV,,MaterialSample,Other material,Caiman yacare (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare (sensu stricto),species,NA,NA,NA,NA,Paraguay,NA,Pantanal,NA,NA,NA,DBV038
Cc133,Cc133,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA,Orinoco+Negro,NA,NA,NA,Cc133
Cc134,Cc134,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA,Orinoco+Negro,NA,NA,NA,Cc134
Cc253,Cc253,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA,Orinoco+Negro,NA,NA,NA,Cc253
Cc302,Cc302,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA, Amazon,NA,NA,NA,Cc302
Cc309,Cc309,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA,Orinoco+Negro,NA,NA,NA,Cc309
CcB6,CcB6,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA,Magdalena,NA,NA,NA,CcB6
CcB55,CcB55,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA,Magdalena,NA,NA,NA,CcB55
CcB163,CcB163,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA,Magdalena,NA,NA,NA,CcB163
CcB182,CcB182,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA,Magdalena,NA,NA,NA,CcB182
CcB186,CcB186,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA,Magdalena,NA,NA,NA,CcB186
CcB224,CcB224,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA,Magdalena,NA,NA,NA,CcB224
CcB244,CcB244,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA,Magdalena,NA,NA,NA,CcB244
CcB269,CcB269,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA,Magdalena,NA,NA,NA,CcB269
CcB294,CcB294,,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus fuscus (sensu stricto),species,NA,NA,NA,NA,Colombia,NA,Magdalena,NA,NA,NA,CcB294
AY462456,AY462456,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462456
